"date","season","matchday","goalkeeper","penaltytaker","homegame","result","minute","goaldiff","gkclub","ptclub","gkage","ptage","gkexp","ptexp"
1965-11-06,"65/66",12,"Maier, Sepp","Mülhausen, Karl-Heinz",1,"Tor",45,0,"FC Bayern München","Hannover 96",21,28,0,4
1965-11-06,"65/66",12,"Manglitz, Manfred","Netzer, Günter",2,"Tor",5,0,"Meidericher SV","Borussia Mönchengladbach",25,21,3,0
1965-11-06,"65/66",12,"Wabra, Roland","Herrmann, Günter",1,"gehalten",78,0,"1.FC Nürnberg","FC Schalke 04",30,26,3,3
1965-11-20,"65/66",13,"Sawitzki, Günter","Pohlschmidt, Manfred",1,"Pfosten",78,-2,"VfB Stuttgart","Hamburger SV",33,25,3,4
1965-11-27,"65/66",14,"Orzessek, Manfred","Höttges, Horst-Dieter",1,"Tor",75,-1,"Borussia Mönchengladbach","SV Werder Bremen",31,22,4,1
1965-12-04,"65/66",15,"Bernard, Günter","Emmerich, Lothar",1,"Tor",73,0,"SV Werder Bremen","Borussia Dortmund",26,24,2,4
1965-12-11,"65/66",16,"Maier, Sepp","Pott, Fritz",1,"Tor",30,-2,"FC Bayern München","1.FC Köln",21,26,0,4
1965-12-11,"65/66",16,"Schumacher1, Toni","Beckenbauer, Franz",2,"Tor",43,3,"1.FC Köln","FC Bayern München",27,20,4,0
1965-12-11,"65/66",16,"Radenkovic, Petar","Emmerich, Lothar",2,"Tor",72,1,"TSV 1860 München","Borussia Dortmund",31,24,3,4
1965-12-11,"65/66",16,"Schnoor1, Horst","Höttges, Horst-Dieter",1,"Tor",17,-1,"Hamburger SV","SV Werder Bremen",31,22,4,1
1965-12-11,"65/66",16,"Basikow, Klaus","May, Elmar",1,"Tor",9,0,"SV Tasmania Berlin","Borussia Neunkirchen",28,26,0,1
1965-12-11,"65/66",16,"Schnarr, Wolfgang","Herrmann, Günter",1,"gehalten",51,0,"1.FC Kaiserslautern","FC Schalke 04",24,26,2,3
1965-12-18,"65/66",17,"Podlasly, Horst","Nolden, Ludwig",2,"Tor",14,0,"Hannover 96","Meidericher SV",29,30,4,4
1965-12-18,"65/66",17,"Bernard, Günter","Beckenbauer, Franz",1,"Tor",90,-1,"SV Werder Bremen","FC Bayern München",26,20,2,0
1965-12-29,"65/66",16,"Manglitz, Manfred","Reisch, Stefan",2,"Tor",65,-1,"Meidericher SV","1.FC Nürnberg",25,24,3,3
1966-01-08,"65/66",18,"Bernard, Günter","Reisch, Stefan",1,"gehalten",89,-1,"SV Werder Bremen","1.FC Nürnberg",26,24,2,3
1966-01-15,"65/66",19,"Jäcker, Hans","Pohlschmidt, Manfred",2,"Tor",64,-1,"Eintracht Braunschweig","Hamburger SV",33,25,4,4
1966-01-15,"65/66",19,"Sawitzki, Günter","Heidemann, Hartmut",1,"Tor",72,-3,"VfB Stuttgart","Meidericher SV",33,24,3,4
1966-01-29,"65/66",20,"Kunter, Peter","Reisch, Stefan",1,"gehalten",55,0,"Eintracht Frankfurt","1.FC Nürnberg",24,24,0,3
1966-02-05,"65/66",21,"Podlasly, Horst","Lechner, Georg",1,"gehalten",56,0,"Hannover 96","Eintracht Frankfurt",29,24,4,1
1966-02-12,"65/66",22,"Wolf, Erich","Pohlschmidt, Manfred",1,"Tor",70,-7,"Karlsruher SC","Hamburger SV",25,25,2,4
1966-02-26,"65/66",23,"Sawitzki, Günter","Grabowski, Jürgen",1,"Tor",39,-1,"VfB Stuttgart","Eintracht Frankfurt",33,21,3,0
1966-02-26,"65/66",23,"Maier, Sepp","Wild, Horst",1,"Tor",72,0,"FC Bayern München","Karlsruher SC",22,22,0,2
1966-02-26,"65/66",23,"Ertz, Willi","Laszig, Otto",2,"gehalten",76,1,"Borussia Neunkirchen","Hannover 96",22,31,1,3
1966-03-05,"65/66",24,"Elting, Josef","Schütz1, Arnold",2,"Tor",67,-2,"FC Schalke 04","SV Werder Bremen",21,31,0,4
1966-03-05,"65/66",24,"Maier, Sepp","Milder, Egon",2,"Tor",45,2,"FC Bayern München","Borussia Mönchengladbach",22,23,0,0
1966-03-19,"65/66",26,"Kunter, Peter","Schütz1, Arnold",1,"Tor",7,0,"Eintracht Frankfurt","SV Werder Bremen",24,31,0,4
1966-03-19,"65/66",26,"Kunter, Peter","Schütz1, Arnold",1,"gehalten",38,-3,"Eintracht Frankfurt","SV Werder Bremen",24,31,0,4
1966-03-19,"65/66",26,"Orzessek, Manfred","Siemensmeyer, Hans",1,"Tor",63,0,"Borussia Mönchengladbach","Hannover 96",31,25,4,4
1966-03-19,"65/66",26,"Paul1, Manfred","Geisert, Otto",1,"Tor",24,0,"Karlsruher SC","1.FC Kaiserslautern",28,26,3,4
1966-03-26,"65/66",27,"Podlasly, Horst","Emmerich, Lothar",1,"Tor",45,0,"Hannover 96","Borussia Dortmund",30,24,4,4
1966-03-26,"65/66",27,"Schnarr, Wolfgang","Milder, Egon",1,"Tor",43,0,"1.FC Kaiserslautern","Borussia Mönchengladbach",24,24,2,0
1966-03-26,"65/66",27,"Radenkovic, Petar","Trimhold2, Horst",1,"gehalten",44,-1,"TSV 1860 München","Eintracht Frankfurt",31,25,3,4
1966-04-02,"65/66",28,"Paul1, Manfred","Nolden, Ludwig",1,"Tor",86,-5,"Karlsruher SC","Meidericher SV",28,30,3,4
1966-04-02,"65/66",28,"Maier, Sepp","Strehl, Heinz",1,"Tor",8,0,"FC Bayern München","1.FC Nürnberg",22,27,0,3
1966-04-02,"65/66",28,"Wabra, Roland","Brenninger, Dieter",2,"Tor",36,1,"1.FC Nürnberg","FC Bayern München",30,22,3,3
1966-04-02,"65/66",28,"Orzessek, Manfred","Sieloff, Klaus-Dieter",1,"Tor",53,-3,"Borussia Mönchengladbach","VfB Stuttgart",31,24,4,3
1966-04-12,"65/66",21,"Radenkovic, Petar","Reitgaßl, Willi",2,"gehalten",89,2,"TSV 1860 München","1.FC Kaiserslautern",31,30,3,2
1966-04-16,"65/66",29,"Schnarr, Wolfgang","Giesemann, Willi",1,"Tor",48,-1,"1.FC Kaiserslautern","Hamburger SV",24,28,2,2
1966-04-23,"65/66",30,"Schumacher1, Toni","Milder, Egon",2,"Tor",78,1,"1.FC Köln","Borussia Mönchengladbach",27,24,4,0
1966-04-30,"65/66",31,"Rohloff, Heinz","Grabowski, Jürgen",2,"Tor",71,-2,"SV Tasmania Berlin","Eintracht Frankfurt",27,21,0,0
1966-04-30,"65/66",31,"Maier, Sepp","Sieloff, Klaus-Dieter",2,"Tor",18,0,"FC Bayern München","VfB Stuttgart",22,24,0,3
1966-04-30,"65/66",31,"Wolter, Horst","Kuntz2, Günter",1,"Tor",24,0,"Eintracht Braunschweig","Borussia Neunkirchen",23,27,3,1
1966-05-07,"65/66",32,"Podlasly, Horst","Reitgaßl, Willi",1,"Tor",84,1,"Hannover 96","1.FC Kaiserslautern",30,30,4,2
1966-05-14,"65/66",32,"Tilkowski, Hans","Höttges, Horst-Dieter",1,"Tor",89,0,"Borussia Dortmund","SV Werder Bremen",30,22,4,1
1966-05-14,"65/66",32,"Ertz, Willi","Pyka, Alfred",1,"vorbei",36,0,"Borussia Neunkirchen","FC Schalke 04",23,29,1,4
1966-05-21,"65/66",33,"Elting, Josef","Reitgaßl, Willi",1,"Tor",37,0,"FC Schalke 04","1.FC Kaiserslautern",21,30,0,2
1966-05-21,"65/66",33,"Rohloff, Heinz","Kuntz2, Günter",2,"Tor",37,1,"SV Tasmania Berlin","Borussia Neunkirchen",27,27,0,1
1966-05-28,"65/66",34,"Schumacher1, Toni","Strehl, Heinz",2,"Tor",24,1,"1.FC Köln","1.FC Nürnberg",27,27,4,3
1966-08-20,"66/67",1,"Radenkovic, Petar","Overath, Wolfgang",1,"Tor",28,-1,"TSV 1860 München","1.FC Köln",31,22,4,3
1966-08-20,"66/67",1,"Maier, Sepp","Grabowski, Jürgen",2,"Tor",53,1,"FC Bayern München","Eintracht Frankfurt",22,22,1,1
1966-08-20,"66/67",1,"Podlasly, Horst","Pohlschmidt, Manfred",1,"gehalten",76,-1,"Hannover 96","Hamburger SV",30,26,5,5
1966-09-03,"66/67",3,"Kunter, Peter","Lungwitz, Werner",1,"Tor",35,2,"Eintracht Frankfurt","Fortuna Düsseldorf",25,24,1,4
1966-09-03,"66/67",3,"Wabra, Roland","Kraus2, Willi",1,"Tor",42,0,"1.FC Nürnberg","FC Schalke 04",30,23,4,4
1966-09-03,"66/67",3,"Kessler1, Siegfried","Emmerich, Lothar",1,"Tor",54,0,"Karlsruher SC","Borussia Dortmund",25,24,1,5
1966-09-03,"66/67",3,"Bernard, Günter","Heidemann, Hartmut",1,"Latte",21,0,"SV Werder Bremen","Meidericher SV",26,25,3,5
1966-09-17,"66/67",5,"Podlasly, Horst","Grabowski, Jürgen",2,"gehalten",61,1,"Hannover 96","Eintracht Frankfurt",30,22,5,1
1966-09-24,"66/67",6,"Sawitzki, Günter","Solz, Wolfgang",1,"Tor",59,-3,"VfB Stuttgart","Eintracht Frankfurt",33,26,4,4
1966-09-24,"66/67",6,"Schnoor1, Horst","Höttges, Horst-Dieter",1,"Tor",7,0,"Hamburger SV","SV Werder Bremen",32,23,5,2
1966-10-01,"66/67",7,"Fahrian, Wolfgang","Sandmann, Helmut",1,"Tor",65,1,"TSV 1860 München","Hamburger SV",25,21,4,1
1966-10-01,"66/67",7,"Teupel, Gerhard","Emmerich, Lothar",1,"Tor",45,0,"SV Werder Bremen","Borussia Dortmund",24,24,0,5
1966-10-01,"66/67",7,"Sawitzki, Günter","van Haaren, Heinz",1,"gehalten",36,0,"VfB Stuttgart","Meidericher SV",33,26,4,5
1966-10-08,"66/67",8,"Danner1, Volker","Wild, Horst",2,"Tor",42,2,"Borussia Mönchengladbach","Karlsruher SC",24,23,3,3
1966-10-08,"66/67",8,"Manglitz, Manfred","Huberts, Wilhelm",1,"Tor",61,0,"Meidericher SV","Eintracht Frankfurt",26,28,4,3
1966-10-08,"66/67",8,"Wessel, Bernhard","Brunnenmeier, Rudi",1,"vorbei",31,0,"Borussia Dortmund","TSV 1860 München",30,25,5,4
1966-10-15,"66/67",9,"Nigbur, Norbert","Nolden, Ludwig",2,"Tor",89,2,"FC Schalke 04","Meidericher SV",18,31,0,5
1966-10-15,"66/67",9,"Sawitzki, Günter","Rehhagel, Otto",1,"Tor",43,-2,"VfB Stuttgart","1.FC Kaiserslautern",34,28,4,3
1966-10-29,"66/67",11,"Bernard, Günter","Wild, Horst",1,"Tor",27,1,"SV Werder Bremen","Karlsruher SC",27,23,3,3
1966-10-29,"66/67",11,"Soskic, Milutin","Biskup, Werner",1,"Pfosten",9,0,"1.FC Kaiserslautern","Fortuna Düsseldorf",28,24,0,4
1966-10-29,"66/67",11,"Soskic, Milutin","Koch2, Jürgen",1,"drüber",87,2,"1.FC Kaiserslautern","Fortuna Düsseldorf",28,24,0,5
1966-11-05,"66/67",12,"Danner1, Volker","Höttges, Horst-Dieter",1,"Tor",61,2,"Borussia Mönchengladbach","SV Werder Bremen",24,23,3,2
1966-11-05,"66/67",12,"Wessel, Bernhard","Nolden, Ludwig",1,"Tor",68,5,"Borussia Dortmund","Meidericher SV",30,31,5,5
1966-11-12,"66/67",13,"Radenkovic, Petar","Netzer, Günter",1,"Tor",31,0,"TSV 1860 München","Borussia Mönchengladbach",32,22,4,1
1966-11-12,"66/67",13,"Radenkovic, Petar","Netzer, Günter",1,"gehalten",84,1,"TSV 1860 München","Borussia Mönchengladbach",32,22,4,1
1966-11-12,"66/67",13,"Nigbur, Norbert","Emmerich, Lothar",1,"Tor",15,0,"FC Schalke 04","Borussia Dortmund",18,25,0,5
1966-11-26,"66/67",14,"Schnoor1, Horst","Schämer, Lothar",1,"Tor",49,2,"Hamburger SV","Eintracht Frankfurt",32,26,5,4
1966-11-26,"66/67",14,"Manglitz, Manfred","Hellingrath, Hans-Josef",2,"Tor",39,0,"Meidericher SV","Fortuna Düsseldorf",26,26,4,5
1966-11-26,"66/67",14,"Wabra, Roland","Höttges, Horst-Dieter",1,"Tor",54,0,"1.FC Nürnberg","SV Werder Bremen",31,23,4,2
1966-12-03,"66/67",15,"Schnoor1, Horst","Emmerich, Lothar",2,"Tor",12,0,"Hamburger SV","Borussia Dortmund",32,25,5,5
1966-12-03,"66/67",15,"Wessel, Bernhard","Pohlschmidt, Manfred",1,"vorbei",44,1,"Borussia Dortmund","Hamburger SV",30,26,5,5
1966-12-03,"66/67",15,"Wessel, Bernhard","Sandmann, Helmut",1,"Latte",41,1,"Borussia Dortmund","Hamburger SV",30,22,5,1
1966-12-03,"66/67",15,"Schnarr, Wolfgang","Müller4, Gerd",1,"Tor",90,-4,"1.FC Kaiserslautern","FC Bayern München",25,21,3,1
1966-12-03,"66/67",15,"Soskic, Milutin","Saric, Vlado",1,"vorbei",7,0,"1.FC Köln","Rot-Weiss Essen",29,21,0,0
1966-12-10,"66/67",16,"Maier, Sepp","Dörfel, Gert",1,"Tor",6,-1,"FC Bayern München","Hamburger SV",22,27,1,5
1966-12-10,"66/67",16,"Podlasly, Horst","Herrmann, Günter",1,"Tor",19,0,"Hannover 96","FC Schalke 04",30,27,5,4
1966-12-17,"66/67",17,"Radenkovic, Petar","Huberts, Wilhelm",1,"Tor",72,3,"TSV 1860 München","Eintracht Frankfurt",32,28,4,3
1967-01-21,"66/67",19,"Bockholt, Fred-Werner","Kreuz2, Manfred",1,"Tor",28,0,"Rot-Weiss Essen","FC Schalke 04",23,30,0,5
1967-01-21,"66/67",19,"Podlasly, Horst","Emmerich, Lothar",1,"drüber",72,-1,"Hannover 96","Borussia Dortmund",30,25,5,5
1967-01-28,"66/67",20,"Wessel, Bernhard","Wild, Horst",1,"Tor",89,-1,"Borussia Dortmund","Karlsruher SC",30,23,5,3
1967-01-28,"66/67",20,"Schnoor1, Horst","Milder, Egon",1,"Tor",35,1,"Hamburger SV","Borussia Mönchengladbach",32,24,5,1
1967-01-28,"66/67",20,"Danner1, Volker","Pohlschmidt, Manfred",2,"gehalten",60,1,"Borussia Mönchengladbach","Hamburger SV",24,26,3,5
1967-02-11,"66/67",21,"Sawitzki, Günter","Overath, Wolfgang",2,"Tor",55,1,"VfB Stuttgart","1.FC Köln",34,23,4,3
1967-02-11,"66/67",21,"Maier, Sepp","Wild, Horst",2,"Tor",26,1,"FC Bayern München","Karlsruher SC",23,23,1,3
1967-02-11,"66/67",21,"Schnarr, Wolfgang","Volkert, Georg",2,"gehalten",48,0,"1.FC Kaiserslautern","1.FC Nürnberg",25,21,3,1
1967-02-11,"66/67",21,"Wessel, Bernhard","Milder, Egon",2,"gehalten",50,0,"Borussia Dortmund","Borussia Mönchengladbach",30,24,5,1
1967-02-18,"66/67",22,"Krüssenberg, Dirk","Wild, Horst",1,"Tor",45,1,"Fortuna Düsseldorf","Karlsruher SC",21,23,0,3
1967-02-18,"66/67",22,"Krüssenberg, Dirk","Wild, Horst",1,"Tor",71,-1,"Fortuna Düsseldorf","Karlsruher SC",21,23,0,3
1967-02-18,"66/67",22,"Nigbur, Norbert","Patzke2, Bernd",1,"gehalten",88,2,"FC Schalke 04","TSV 1860 München",18,24,0,2
1967-02-25,"66/67",23,"Kunter, Peter","Hoffmann3, Theodor",1,"Tor",30,-1,"Eintracht Frankfurt","VfB Stuttgart",25,26,1,4
1967-02-25,"66/67",23,"Krüssenberg, Dirk","Netzer, Günter",2,"Tor",75,1,"Fortuna Düsseldorf","Borussia Mönchengladbach",21,22,0,1
1967-02-25,"66/67",23,"Wabra, Roland","Emmerich, Lothar",1,"gehalten",10,1,"1.FC Nürnberg","Borussia Dortmund",31,25,4,5
1967-03-04,"66/67",24,"Podlasly, Horst","Laumen, Herbert",1,"gehalten",58,0,"Hannover 96","Borussia Mönchengladbach",31,23,5,4
1967-03-11,"66/67",25,"Bernard, Günter","Müller4, Gerd",1,"Tor",81,0,"SV Werder Bremen","FC Bayern München",27,21,3,1
1967-03-11,"66/67",25,"Danner1, Volker","Wild, Horst",1,"Tor",23,1,"Borussia Mönchengladbach","Karlsruher SC",24,23,3,3
1967-03-11,"66/67",25,"Radenkovic, Petar","Emmerich, Lothar",1,"gehalten",81,0,"TSV 1860 München","Borussia Dortmund",32,25,4,5
1967-03-18,"66/67",26,"Schwerin, Erhard","Ulsaß, Lothar",1,"Latte",18,-1,"Hamburger SV","Eintracht Braunschweig",28,26,2,4
1967-03-18,"66/67",26,"Tilkowski, Hans","Overath, Wolfgang",1,"gehalten",72,0,"Borussia Dortmund","1.FC Köln",31,23,5,3
1967-03-18,"66/67",26,"Danner1, Volker","Schämer, Lothar",1,"Pfosten",47,0,"Borussia Mönchengladbach","Eintracht Frankfurt",24,26,3,4
1967-04-01,"66/67",27,"Schwerin, Erhard","Sieloff, Klaus-Dieter",2,"Tor",39,0,"Hamburger SV","VfB Stuttgart",28,25,2,4
1967-04-01,"66/67",27,"Sawitzki, Günter","Dörfel, Gert",1,"Tor",87,1,"VfB Stuttgart","Hamburger SV",34,27,4,5
1967-04-01,"66/67",27,"Roß, Hermann","Elfert, Gerhard",1,"gehalten",50,0,"Rot-Weiss Essen","Borussia Mönchengladbach",27,24,0,4
1967-04-15,"66/67",28,"Wolter, Horst","Müller4, Gerd",2,"Tor",71,5,"Eintracht Braunschweig","FC Bayern München",24,21,4,1
1967-04-15,"66/67",28,"Manglitz, Manfred","Dörfel, Gert",2,"Latte",81,2,"Meidericher SV","Hamburger SV",27,27,4,5
1967-04-15,"66/67",28,"Schnarr, Wolfgang","Herrmann, Günter",1,"gehalten",24,1,"1.FC Kaiserslautern","FC Schalke 04",25,27,3,4
1967-04-22,"66/67",29,"Radenkovic, Petar","Cieslarczyk, Johann",1,"Tor",73,0,"TSV 1860 München","Karlsruher SC",32,30,4,5
1967-04-22,"66/67",29,"Kunter, Peter","Reitgaßl, Willi",1,"Pfosten",69,0,"Eintracht Frankfurt","1.FC Kaiserslautern",26,31,1,3
1967-04-29,"66/67",30,"Orzessek, Manfred","Küppers, Hans",1,"Tor",41,2,"Borussia Mönchengladbach","TSV 1860 München",32,28,5,4
1967-04-29,"66/67",30,"Radenkovic, Petar","Netzer, Günter",2,"Tor",85,2,"TSV 1860 München","Borussia Mönchengladbach",32,22,4,1
1967-04-29,"66/67",30,"Nigbur, Norbert","Paul2, Wolfgang",2,"Tor",52,-2,"FC Schalke 04","Borussia Dortmund",19,27,0,5
1967-04-29,"66/67",30,"Soskic, Milutin","Cieslarczyk, Johann",2,"Tor",21,0,"1.FC Köln","Karlsruher SC",29,30,0,5
1967-05-13,"66/67",31,"Wolter, Horst","Cieslarczyk, Johann",1,"Tor",55,0,"Eintracht Braunschweig","Karlsruher SC",25,30,4,5
1967-05-13,"66/67",31,"Nigbur, Norbert","Brenninger, Dieter",1,"Tor",51,-1,"FC Schalke 04","FC Bayern München",19,23,0,4
1967-05-13,"66/67",31,"Lambertz, Klaus","Strehl, Heinz",1,"vorbei",26,0,"SV Werder Bremen","1.FC Nürnberg",27,28,4,4
1967-05-20,"66/67",32,"Schnoor1, Horst","Paul2, Wolfgang",1,"Tor",33,-1,"Hamburger SV","Borussia Dortmund",33,27,5,5
1967-05-20,"66/67",32,"Schwarzbach, Helmar","Kreuz2, Manfred",1,"Tor",54,1,"Fortuna Düsseldorf","FC Schalke 04",24,31,0,5
1967-05-27,"66/67",33,"Sawitzki, Günter","Milder, Egon",1,"Tor",40,1,"VfB Stuttgart","Borussia Mönchengladbach",34,25,4,1
1967-06-03,"66/67",34,"Toth, Gyula","Ulsaß, Lothar",1,"Tor",28,0,"1.FC Nürnberg","Eintracht Braunschweig",26,26,2,4
1967-06-03,"66/67",34,"Bernard, Günter","Pott, Fritz",1,"Tor",90,-2,"SV Werder Bremen","1.FC Köln",27,28,3,5
1967-06-03,"66/67",34,"Danner1, Volker","Manglitz, Manfred",1,"Tor",87,3,"Borussia Mönchengladbach","Meidericher SV",24,27,3,4
1967-06-03,"66/67",34,"Schwarzbach, Helmar","Sandmann, Helmut",1,"gehalten",53,1,"Fortuna Düsseldorf","Hamburger SV",24,22,0,1
1967-08-18,"67/68",1,"Wessel, Bernhard","Pavlic, Djordje",1,"Tor",19,0,"Borussia Dortmund","MSV Duisburg",31,29,6,1
1967-08-26,"67/68",2,"Tilkowski, Hans","Höttges, Horst-Dieter",2,"Tor",44,2,"Eintracht Frankfurt","SV Werder Bremen",32,24,6,3
1967-09-02,"67/68",3,"Tilkowski, Hans","Kapitulski, Helmut",1,"Tor",29,0,"Eintracht Frankfurt","1.FC Kaiserslautern",32,33,6,3
1967-09-02,"67/68",3,"Bernard, Günter","Netzer, Günter",2,"Tor",90,-3,"SV Werder Bremen","Borussia Mönchengladbach",27,23,4,2
1967-09-02,"67/68",3,"Tilkowski, Hans","Klimaschefski, Uwe",1,"Pfosten",85,-1,"Eintracht Frankfurt","1.FC Kaiserslautern",32,28,6,5
1967-09-09,"67/68",4,"Feller, Dieter","Küppers, Hans",1,"Tor",38,-1,"VfB Stuttgart","TSV 1860 München",24,28,4,5
1967-09-09,"67/68",4,"Schnarr, Wolfgang","Netzer, Günter",1,"Tor",36,0,"1.FC Kaiserslautern","Borussia Mönchengladbach",26,23,4,2
1967-09-09,"67/68",4,"Rynio, Jürgen","Siemensmeyer, Hans",2,"Tor",29,0,"Karlsruher SC","Hannover 96",19,27,0,6
1967-09-09,"67/68",4,"Podlasly, Horst","Marx1, Josef",1,"Latte",31,1,"Hannover 96","Karlsruher SC",31,32,6,5
1967-09-09,"67/68",4,"Kirsch, Horst","Gronen, Herbert",2,"drüber",78,-1,"Borussia Neunkirchen","Alemannia Aachen",28,23,3,0
1967-09-16,"67/68",6,"Sawitzki, Günter","Overath, Wolfgang",1,"Tor",71,1,"VfB Stuttgart","1.FC Köln",34,24,5,4
1967-09-16,"67/68",6,"Özcan1, Arkoc","Straschitz, Hermann",2,"Tor",53,0,"Hamburger SV","Hannover 96",28,27,2,6
1967-09-16,"67/68",6,"Podlasly, Horst","Seeler, Uwe",1,"Tor",70,2,"Hannover 96","Hamburger SV",31,30,6,6
1967-09-16,"67/68",6,"Maier, Sepp","Gayer, Wolfgang",1,"Tor",52,0,"FC Bayern München","Borussia Neunkirchen",23,24,2,2
1967-09-16,"67/68",6,"Prokop, Gerhard","Grabowski, Jürgen",1,"gehalten",42,0,"Alemannia Aachen","Eintracht Frankfurt",28,23,0,2
1967-09-16,"67/68",6,"Tilkowski, Hans","Glenski, Alfred",2,"gehalten",65,0,"Eintracht Frankfurt","Alemannia Aachen",32,27,6,6
1967-09-22,"67/68",7,"Wolter, Horst","Pavlic, Djordje",1,"Tor",17,0,"Eintracht Braunschweig","MSV Duisburg",25,29,5,1
1967-09-23,"67/68",7,"Sawitzki, Günter","Höttges, Horst-Dieter",1,"Tor",51,-1,"VfB Stuttgart","SV Werder Bremen",34,24,5,3
1967-09-30,"67/68",8,"Rynio, Jürgen","Gayer, Wolfgang",1,"Tor",58,-1,"Karlsruher SC","Borussia Neunkirchen",19,24,0,2
1967-09-30,"67/68",8,"Tilkowski, Hans","Müller4, Gerd",2,"Tor",21,1,"Eintracht Frankfurt","FC Bayern München",32,21,6,2
1967-10-14,"67/68",9,"Wabra, Roland","Sieloff, Klaus-Dieter",2,"Tor",60,3,"1.FC Nürnberg","VfB Stuttgart",31,25,5,5
1967-10-14,"67/68",9,"Maier, Sepp","Netzer, Günter",2,"Tor",69,3,"FC Bayern München","Borussia Mönchengladbach",23,23,2,2
1967-10-14,"67/68",9,"Wolter, Horst","Straschitz, Hermann",1,"Tor",59,1,"Eintracht Braunschweig","Hannover 96",25,27,5,6
1967-10-14,"67/68",9,"Bernard, Günter","Kapitulski, Helmut",1,"Tor",57,1,"SV Werder Bremen","1.FC Kaiserslautern",28,33,4,3
1967-10-14,"67/68",9,"Prokop, Gerhard","Grosser, Peter",2,"Tor",52,0,"Alemannia Aachen","TSV 1860 München",28,29,0,5
1967-10-21,"67/68",10,"Schnarr, Wolfgang","Overath, Wolfgang",1,"Tor",65,-4,"1.FC Kaiserslautern","1.FC Köln",26,24,4,4
1967-10-21,"67/68",10,"Radenkovic, Petar","Straschitz, Hermann",2,"Tor",27,2,"TSV 1860 München","Hannover 96",33,27,5,6
1967-10-21,"67/68",10,"Podlasly, Horst","Küppers, Hans",1,"gehalten",79,-2,"Hannover 96","TSV 1860 München",31,28,6,5
1967-10-28,"67/68",11,"Podlasly, Horst","Kraus2, Willi",2,"Tor",51,2,"Hannover 96","FC Schalke 04",31,24,6,5
1967-11-04,"67/68",12,"Toth, Gyula","Overath, Wolfgang",1,"Tor",72,0,"1.FC Nürnberg","1.FC Köln",26,24,3,4
1967-11-04,"67/68",12,"Podlasly, Horst","Sieloff, Klaus-Dieter",1,"gehalten",52,-1,"Hannover 96","VfB Stuttgart",31,25,6,5
1967-11-11,"67/68",13,"Schumacher1, Toni","Schämer, Lothar",1,"Tor",85,2,"1.FC Köln","Eintracht Frankfurt",29,27,6,5
1967-11-11,"67/68",13,"Podlasly, Horst","Höttges, Horst-Dieter",2,"Tor",37,1,"Hannover 96","SV Werder Bremen",31,24,6,3
1967-11-11,"67/68",13,"Bernard, Günter","Straschitz, Hermann",1,"Tor",43,0,"SV Werder Bremen","Hannover 96",28,27,4,6
1967-11-11,"67/68",13,"Özcan1, Arkoc","Netzer, Günter",2,"Tor",37,0,"Hamburger SV","Borussia Mönchengladbach",28,23,2,2
1967-11-11,"67/68",13,"Sawitzki, Günter","Müller4, Gerd",1,"Tor",73,0,"VfB Stuttgart","FC Bayern München",35,22,5,2
1967-11-18,"67/68",14,"Maier, Sepp","Höttges, Horst-Dieter",1,"Tor",16,0,"FC Bayern München","SV Werder Bremen",23,24,2,3
1967-11-18,"67/68",14,"Maier, Sepp","Höttges, Horst-Dieter",1,"Tor",87,-2,"FC Bayern München","SV Werder Bremen",23,24,2,3
1967-11-18,"67/68",14,"Bernard, Günter","Müller4, Gerd",2,"gehalten",24,1,"SV Werder Bremen","FC Bayern München",28,22,4,2
1967-11-18,"67/68",14,"Ertz, Willi","Bründl, Ludwig",1,"vorbei",34,0,"Borussia Neunkirchen","TSV 1860 München",24,21,3,1
1967-11-18,"67/68",14,"Özcan1, Arkoc","Moll, Jürgen",1,"gehalten",66,1,"Hamburger SV","Eintracht Frankfurt",28,28,2,6
1967-11-25,"67/68",15,"Schumacher1, Toni","Netzer, Günter",2,"Tor",85,-2,"1.FC Köln","Borussia Mönchengladbach",29,23,6,2
1967-12-02,"67/68",16,"Kessler1, Siegfried","Höttges, Horst-Dieter",1,"Tor",24,-1,"Karlsruher SC","SV Werder Bremen",26,24,2,3
1967-12-02,"67/68",16,"Kunter, Peter","Küppers, Hans",1,"Tor",54,0,"Eintracht Frankfurt","TSV 1860 München",26,29,2,5
1967-12-02,"67/68",16,"Kunter, Peter","Küppers, Hans",1,"Tor",65,-2,"Eintracht Frankfurt","TSV 1860 München",26,29,2,5
1967-12-09,"67/68",17,"Rynio, Jürgen","Klimaschefski, Uwe",2,"vorbei",58,0,"Karlsruher SC","1.FC Kaiserslautern",19,29,0,5
1968-01-06,"67/68",18,"Danner1, Volker","Kraus2, Willi",2,"Tor",52,-3,"Borussia Mönchengladbach","FC Schalke 04",25,24,4,5
1968-01-20,"67/68",20,"Schumacher1, Toni","Müller4, Gerd",2,"Tor",56,0,"1.FC Köln","FC Bayern München",29,22,6,2
1968-01-20,"67/68",20,"Maier, Sepp","Löhr, Hannes",1,"Tor",76,1,"FC Bayern München","1.FC Köln",23,25,2,3
1968-01-20,"67/68",20,"Feller, Dieter","Ulsaß, Lothar",1,"Tor",12,0,"VfB Stuttgart","Eintracht Braunschweig",25,27,4,5
1968-01-20,"67/68",20,"Wolter, Horst","Sieloff, Klaus-Dieter",2,"Tor",38,1,"Eintracht Braunschweig","VfB Stuttgart",25,25,5,5
