"date","season","matchday","goalkeeper","penaltytaker","homegame","result","minute","goaldiff","gkclub","ptclub","gkage","ptage","gkexp","ptexp"
1983-10-29,"83/84",12,"Hellström, Ronnie","Schreier, Christian",1,"Tor",45,-1,"1.FC Kaiserslautern","VfL Bochum",34,24,9,2
1983-10-29,"83/84",12,"Immel, Eike","Sebert, Günter",1,"Tor",62,-3,"Borussia Dortmund","SV Waldhof Mannheim",22,35,5,0
1983-11-05,"83/84",13,"Herr, Valentin","Zewe, Gerd",1,"Tor",47,-2,"Kickers Offenbach","Fortuna Düsseldorf",26,33,2,11
1983-11-05,"83/84",13,"Kargus, Rudolf","Kelsch, Walter",1,"Tor",66,-3,"1.FC Nürnberg","VfB Stuttgart",31,28,12,6
1983-11-05,"83/84",13,"Kargus, Rudolf","Allgöwer, Karl",1,"gehalten",13,0,"1.FC Nürnberg","VfB Stuttgart",31,26,12,3
1983-11-12,"83/84",14,"Sude, Ulrich","Zorc, Michael",2,"Tor",80,2,"Borussia Mönchengladbach","Borussia Dortmund",27,21,3,2
1983-11-12,"83/84",14,"Kneib, Wolfgang","Hollmann, Reiner",1,"Tor",6,0,"Arminia Bielefeld","Eintracht Braunschweig",31,34,7,13
1983-11-12,"83/84",14,"Zimmermann3, Uwe","Waas, Herbert",2,"Tor",45,-1,"SV Waldhof Mannheim","Bayer 04 Leverkusen",21,20,0,1
1983-11-12,"83/84",14,"Vollack, Werner","Schreier, Christian",1,"gehalten",50,1,"Bayer 05 Uerdingen","VfL Bochum",28,24,8,2
1983-11-26,"83/84",15,"Burdenski, Dieter","Kutzop, Michael",2,"Tor",30,0,"SV Werder Bremen","Kickers Offenbach",33,28,13,0
1983-11-26,"83/84",15,"Herr, Valentin","Reinders, Uwe",1,"Tor",34,0,"Kickers Offenbach","SV Werder Bremen",26,28,2,6
1983-11-26,"83/84",15,"Schumacher2, Harald","Raducanu, Marcel",1,"drüber",40,0,"1.FC Köln","Borussia Dortmund",29,29,10,1
1983-11-26,"83/84",15,"Pfaff, Jean-Marie","Brehme, Andreas",1,"gehalten",49,0,"FC Bayern München","1.FC Kaiserslautern",30,23,1,2
1984-01-21,"83/84",18,"Schumacher2, Harald","Pagelsdorf, Frank",1,"Tor",58,2,"1.FC Köln","Arminia Bielefeld",29,26,10,3
1984-01-21,"83/84",18,"Herr, Valentin","Woelk, Lothar",2,"Tor",21,1,"Kickers Offenbach","VfL Bochum",26,29,2,6
1984-01-21,"83/84",18,"Hellström, Ronnie","Kaltz, Manfred",2,"Tor",32,0,"1.FC Kaiserslautern","Hamburger SV",35,31,9,12
1984-01-21,"83/84",18,"Zimmermann3, Uwe","Reinders, Uwe",1,"gehalten",81,-4,"SV Waldhof Mannheim","SV Werder Bremen",22,29,0,6
1984-01-28,"83/84",19,"Immel, Eike","Kaltz, Manfred",1,"Tor",8,0,"Borussia Dortmund","Hamburger SV",23,31,5,12
1984-01-28,"83/84",19,"Herr, Valentin","Hannes, Wilfried",1,"Tor",10,0,"Kickers Offenbach","Borussia Mönchengladbach",26,26,2,8
1984-01-28,"83/84",19,"Vollborn, Rüdiger","Brunner, Thomas",1,"Tor",82,2,"Bayer 04 Leverkusen","1.FC Nürnberg",21,21,0,3
1984-01-28,"83/84",19,"Kneib, Wolfgang","Rummenigge2, Karl-Heinz",1,"Tor",70,-1,"Arminia Bielefeld","FC Bayern München",31,28,7,9
1984-02-04,"83/84",20,"Stein, Ulrich","Funkel2, Friedhelm",1,"Tor",78,0,"Hamburger SV","Bayer 05 Uerdingen",29,30,5,8
1984-02-04,"83/84",20,"Hellström, Ronnie","Zorc, Michael",1,"Tor",25,0,"1.FC Kaiserslautern","Borussia Dortmund",35,21,9,2
1984-02-11,"83/84",21,"Roleder, Helmut","Zorc, Michael",2,"Tor",86,3,"VfB Stuttgart","Borussia Dortmund",30,21,11,2
1984-02-11,"83/84",21,"Kleff, Wolfgang","Brunner, Thomas",1,"Tor",13,0,"Fortuna Düsseldorf","1.FC Nürnberg",37,21,15,3
1984-02-11,"83/84",21,"Franke, Bernd","Hannes, Wilfried",1,"Tor",63,-1,"Eintracht Braunschweig","Borussia Mönchengladbach",36,26,12,8
1984-02-11,"83/84",21,"Sude, Ulrich","Hollmann, Reiner",2,"Tor",77,3,"Borussia Mönchengladbach","Eintracht Braunschweig",27,34,3,13
1984-02-11,"83/84",21,"Zimmermann3, Uwe","Woelk, Lothar",1,"Tor",48,0,"SV Waldhof Mannheim","VfL Bochum",22,29,0,6
1984-02-25,"83/84",22,"Sude, Ulrich","Woelk, Lothar",2,"Tor",41,0,"Borussia Mönchengladbach","VfL Bochum",27,29,3,6
1984-02-25,"83/84",22,"Kneib, Wolfgang","Eilenfeldt, Norbert",1,"Tor",57,-2,"Arminia Bielefeld","1.FC Kaiserslautern",31,28,7,5
1984-02-25,"83/84",22,"Franke, Bernd","Rummenigge2, Karl-Heinz",1,"gehalten",24,-1,"Eintracht Braunschweig","FC Bayern München",36,28,12,9
1984-03-09,"83/84",23,"Pahl, Jürgen","Reinders, Uwe",1,"Tor",35,2,"Eintracht Frankfurt","SV Werder Bremen",28,29,5,6
1984-03-10,"83/84",23,"Vollack, Werner","Röber, Jürgen",1,"Tor",9,0,"Bayer 05 Uerdingen","Bayer 04 Leverkusen",29,30,8,9
1984-03-10,"83/84",23,"Vollborn, Rüdiger","Funkel2, Friedhelm",2,"Tor",24,1,"Bayer 04 Leverkusen","Bayer 05 Uerdingen",21,30,0,8
1984-03-10,"83/84",23,"Schumacher2, Harald","Schreier, Christian",1,"Tor",56,0,"1.FC Köln","VfL Bochum",30,25,10,2
1984-03-10,"83/84",23,"Roleder, Helmut","Hannes, Wilfried",1,"gehalten",12,0,"VfB Stuttgart","Borussia Mönchengladbach",30,26,11,8
1984-03-17,"83/84",24,"Kleff, Wolfgang","Zorc, Michael",1,"Tor",72,-3,"Fortuna Düsseldorf","Borussia Dortmund",37,21,15,2
1984-03-17,"83/84",24,"Zumdick, Ralf","Rummenigge2, Karl-Heinz",1,"gehalten",80,-5,"VfL Bochum","FC Bayern München",25,28,2,9
1984-03-20,"83/84",22,"Vollack, Werner","Sigurvinsson, Asgeir",1,"Tor",45,-1,"Bayer 05 Uerdingen","VfB Stuttgart",29,28,8,2
1984-03-24,"83/84",25,"Vollborn, Rüdiger","Pagelsdorf, Frank",1,"Tor",89,-1,"Bayer 04 Leverkusen","Arminia Bielefeld",21,26,0,3
1984-03-24,"83/84",25,"Roleder, Helmut","Littbarski, Pierre",1,"gehalten",4,0,"VfB Stuttgart","1.FC Köln",30,24,11,5
1984-03-30,"83/84",26,"Reck, Oliver","Funkel2, Friedhelm",1,"Tor",7,0,"Kickers Offenbach","Bayer 05 Uerdingen",19,30,0,8
1984-03-31,"83/84",26,"Franke, Bernd","Allofs1, Thomas",1,"Tor",18,0,"Eintracht Braunschweig","1.FC Kaiserslautern",36,24,12,5
1984-03-31,"83/84",26,"Franke, Bernd","Allofs1, Thomas",1,"gehalten",83,-2,"Eintracht Braunschweig","1.FC Kaiserslautern",36,24,12,5
1984-04-06,"83/84",27,"Immel, Eike","Hollmann, Reiner",1,"Tor",53,-1,"Borussia Dortmund","Eintracht Braunschweig",23,34,5,13
1984-04-07,"83/84",27,"Roleder, Helmut","Grobe, Wolfgang",1,"Tor",49,0,"VfB Stuttgart","FC Bayern München",30,27,11,7
1984-04-07,"83/84",27,"Vollack, Werner","Reinders, Uwe",1,"Tor",61,2,"Bayer 05 Uerdingen","SV Werder Bremen",29,29,8,6
1984-04-07,"83/84",27,"Pahl, Jürgen","Matthäus, Lothar",1,"gehalten",82,1,"Eintracht Frankfurt","Borussia Mönchengladbach",28,23,5,4
1984-04-13,"83/84",28,"Kleff, Wolfgang","Sigurvinsson, Asgeir",1,"Tor",35,-1,"Fortuna Düsseldorf","VfB Stuttgart",37,29,15,2
1984-04-14,"83/84",28,"Zimmermann3, Uwe","Zorc, Michael",1,"vorbei",17,0,"SV Waldhof Mannheim","Borussia Dortmund",22,21,0,2
1984-04-21,"83/84",29,"Vollack, Werner","Raducanu, Marcel",2,"Tor",58,2,"Bayer 05 Uerdingen","Borussia Dortmund",29,29,8,1
1984-04-21,"83/84",29,"Zimmermann3, Uwe","Bruns1, Hans-Günter",2,"Tor",22,0,"SV Waldhof Mannheim","Borussia Mönchengladbach",22,29,0,9
1984-04-21,"83/84",29,"Vollborn, Rüdiger","Eilenfeldt, Norbert",2,"gehalten",63,1,"Bayer 04 Leverkusen","1.FC Kaiserslautern",21,28,0,5
1984-04-27,"83/84",30,"Kurth, Frank","Kutzop, Michael",1,"Tor",31,-1,"Fortuna Düsseldorf","Kickers Offenbach",22,29,1,0
1984-04-28,"83/84",30,"Schumacher2, Harald","Kaltz, Manfred",2,"Tor",30,0,"1.FC Köln","Hamburger SV",30,31,10,12
1984-04-28,"83/84",30,"Pfaff, Jean-Marie","Körbel, Charly",2,"drüber",34,1,"FC Bayern München","Eintracht Frankfurt",30,29,1,11
1984-05-04,"83/84",31,"Reck, Oliver","Sigurvinsson, Asgeir",1,"Tor",54,-3,"Kickers Offenbach","VfB Stuttgart",19,29,0,2
1984-05-05,"83/84",31,"Sude, Ulrich","Raducanu, Marcel",1,"Tor",32,0,"Borussia Mönchengladbach","Borussia Dortmund",28,29,3,1
1984-05-05,"83/84",31,"Burdenski, Dieter","Edvaldsson, Atli",1,"Tor",26,0,"SV Werder Bremen","Fortuna Düsseldorf",33,27,13,3
1984-05-05,"83/84",31,"Pfaff, Jean-Marie","Kaltz, Manfred",1,"Tor",31,-1,"FC Bayern München","Hamburger SV",30,31,1,12
1984-05-05,"83/84",31,"Zimmermann3, Uwe","Röber, Jürgen",1,"gehalten",64,1,"SV Waldhof Mannheim","Bayer 04 Leverkusen",22,30,0,9
1984-05-05,"83/84",31,"Kurth, Frank","Reinders, Uwe",2,"gehalten",38,1,"Fortuna Düsseldorf","SV Werder Bremen",22,29,1,6
1984-05-05,"83/84",31,"Heider, Herbert","Falkenmayer, Ralf",1,"gehalten",86,-1,"1.FC Nürnberg","Eintracht Frankfurt",24,21,0,3
1984-05-11,"83/84",32,"Reck, Oliver","Reinders, Uwe",2,"gehalten",24,1,"Kickers Offenbach","SV Werder Bremen",19,29,0,6
1984-05-12,"83/84",32,"Hellström, Ronnie","Kraus1, Wolfgang",1,"Tor",65,0,"1.FC Kaiserslautern","FC Bayern München",35,30,9,12
1984-05-12,"83/84",32,"Hellström, Ronnie","Lerby, Sören",1,"Tor",79,-1,"1.FC Kaiserslautern","FC Bayern München",35,26,9,6
1984-05-12,"83/84",32,"Franke, Bernd","Zewe, Gerd",2,"Tor",62,3,"Eintracht Braunschweig","Fortuna Düsseldorf",36,34,12,11
1984-05-12,"83/84",32,"Heider, Herbert","Kaltz, Manfred",2,"Tor",23,0,"1.FC Nürnberg","Hamburger SV",24,31,0,12
1984-05-12,"83/84",32,"Zimmermann3, Uwe","Pagelsdorf, Frank",2,"Tor",86,-1,"SV Waldhof Mannheim","Arminia Bielefeld",22,26,0,3
1984-05-19,"83/84",33,"Mager, Reinhard","Schnier, Detlef",1,"Tor",77,-1,"VfL Bochum","Arminia Bielefeld",31,27,7,3
1984-05-19,"83/84",33,"Mager, Reinhard","Grillemeier, Gregor",1,"Tor",53,0,"VfL Bochum","Arminia Bielefeld",31,25,7,5
1984-05-19,"83/84",33,"Reck, Oliver","Lux, Peter",2,"Tor",57,0,"Kickers Offenbach","Eintracht Braunschweig",19,21,0,2
1984-05-19,"83/84",33,"Pradt, Walter","Zewe, Gerd",1,"Tor",32,0,"SV Waldhof Mannheim","Fortuna Düsseldorf",35,34,0,11
1984-05-19,"83/84",33,"Stein, Ulrich","Falkenmayer, Ralf",2,"Tor",90,-1,"Hamburger SV","Eintracht Frankfurt",29,21,5,3
1984-05-19,"83/84",33,"Schumacher2, Harald","Funkel2, Friedhelm",1,"gehalten",20,2,"1.FC Köln","Bayer 05 Uerdingen",30,30,10,8
1984-05-26,"83/84",34,"Reck, Oliver","Walter, Fritz",1,"Tor",88,-5,"Kickers Offenbach","SV Waldhof Mannheim",19,23,0,0
1984-05-26,"83/84",34,"Hellström, Ronnie","Falkenmayer, Ralf",1,"gehalten",71,-2,"1.FC Kaiserslautern","Eintracht Frankfurt",35,21,9,3
1984-05-26,"83/84",34,"Reck, Oliver","Sebert, Günter",1,"vorbei",41,-2,"Kickers Offenbach","SV Waldhof Mannheim",19,36,0,0
1984-08-24,"84/85",1,"Junghans, Walter","Mill, Frank",1,"Tor",57,-1,"FC Schalke 04","Borussia Mönchengladbach",25,26,5,8
1984-08-25,"84/85",1,"Roleder, Helmut","Brehme, Andreas",1,"Tor",19,-1,"VfB Stuttgart","1.FC Kaiserslautern",30,23,12,3
1984-08-25,"84/85",1,"Ehrmann, Gerald","Sigurvinsson, Asgeir",2,"Tor",80,2,"1.FC Kaiserslautern","VfB Stuttgart",25,29,4,3
1984-08-25,"84/85",1,"Greiner1, Uwe","Winklhofer, Helmut",1,"Tor",24,0,"Fortuna Düsseldorf","Bayer 04 Leverkusen",25,23,5,3
1984-08-25,"84/85",1,"Schumacher2, Harald","Lux, Peter",1,"Tor",45,1,"1.FC Köln","Eintracht Braunschweig",30,21,11,3
1984-08-25,"84/85",1,"Franke, Bernd","Allofs2, Klaus",2,"Tor",49,0,"Eintracht Braunschweig","1.FC Köln",36,27,13,9
1984-08-25,"84/85",1,"Stein, Ulrich","Zorc, Michael",1,"Tor",73,1,"Hamburger SV","Borussia Dortmund",29,22,6,3
1984-08-28,"84/85",2,"Vollack, Werner","Zorc, Michael",2,"Tor",7,0,"Bayer 05 Uerdingen","Borussia Dortmund",29,22,9,3
1984-08-28,"84/85",2,"Vollborn, Rüdiger","Kroth1, Thomas",1,"gehalten",75,-2,"Bayer 04 Leverkusen","Eintracht Frankfurt",21,25,1,5
1984-08-29,"84/85",2,"Sude, Ulrich","Kaltz, Manfred",1,"Tor",86,1,"Borussia Mönchengladbach","Hamburger SV",28,31,4,13
1984-09-07,"84/85",3,"Vollborn, Rüdiger","Täuber, Klaus",2,"Tor",17,0,"Bayer 04 Leverkusen","FC Schalke 04",21,26,1,6
1984-09-08,"84/85",3,"Roleder, Helmut","Reich, Siegfried",1,"Tor",69,4,"VfB Stuttgart","Arminia Bielefeld",31,25,12,3
1984-09-08,"84/85",3,"Franke, Bernd","Sebert, Günter",2,"Tor",2,0,"Eintracht Braunschweig","SV Waldhof Mannheim",36,36,13,1
1984-09-08,"84/85",3,"Schumacher2, Harald","Reinders, Uwe",1,"Tor",47,0,"1.FC Köln","SV Werder Bremen",30,29,11,7
1984-09-15,"84/85",4,"Zumdick, Ralf","Bruns1, Hans-Günter",1,"Tor",43,-1,"VfL Bochum","Borussia Mönchengladbach",26,29,3,10
1984-09-15,"84/85",4,"Burdenski, Dieter","Claesen, Nicolaas",1,"Tor",5,0,"SV Werder Bremen","VfB Stuttgart",33,22,14,0
1984-09-15,"84/85",4,"Roleder, Helmut","Sidka, Wolfgang",2,"Tor",35,1,"VfB Stuttgart","SV Werder Bremen",31,30,12,13
1984-09-21,"84/85",5,"Zumdick, Ralf","Raducanu, Marcel",1,"Tor",85,-1,"VfL Bochum","Borussia Dortmund",26,30,3,2
1984-09-29,"84/85",6,"Immel, Eike","Engels, Stefan",1,"Tor",55,-2,"Borussia Dortmund","1.FC Köln",23,24,6,6
1984-09-29,"84/85",6,"Immel, Eike","Allofs2, Klaus",1,"Tor",51,-1,"Borussia Dortmund","1.FC Köln",23,27,6,9
1984-09-29,"84/85",6,"Schumacher2, Harald","Raducanu, Marcel",2,"Tor",14,1,"1.FC Köln","Borussia Dortmund",30,30,11,2
1984-09-29,"84/85",6,"Fuhr, Bernd","Mill, Frank",1,"gehalten",42,1,"Karlsruher SC","Borussia Mönchengladbach",32,26,3,8
1984-09-29,"84/85",6,"Fuhr, Bernd","Bruns1, Hans-Günter",1,"gehalten",67,0,"Karlsruher SC","Borussia Mönchengladbach",32,29,3,10
1984-09-29,"84/85",6,"Burdenski, Dieter","Zewe, Gerd",1,"gehalten",52,-1,"SV Werder Bremen","Fortuna Düsseldorf",33,34,14,12
1984-10-10,"84/85",8,"Fuhr, Bernd","Schreier, Christian",1,"Tor",84,-2,"Karlsruher SC","Bayer 04 Leverkusen",32,25,3,3
1984-10-10,"84/85",8,"Burdenski, Dieter","Täuber, Klaus",1,"Tor",56,0,"SV Werder Bremen","FC Schalke 04",33,26,14,6
1984-10-26,"84/85",10,"Kneib, Wolfgang","Kuntz1, Stefan",1,"Tor",56,1,"Arminia Bielefeld","VfL Bochum",32,22,8,1
1984-10-27,"84/85",10,"Greiner1, Uwe","Claesen, Nicolaas",2,"Tor",35,2,"Fortuna Düsseldorf","VfB Stuttgart",25,22,5,0
1984-11-02,"84/85",11,"Pahl, Jürgen","Claesen, Nicolaas",1,"gehalten",90,-2,"Eintracht Frankfurt","VfB Stuttgart",28,22,6,0
1984-11-03,"84/85",11,"Greiner1, Uwe","Sebert, Günter",1,"Tor",36,1,"Fortuna Düsseldorf","SV Waldhof Mannheim",25,36,5,1
1984-11-03,"84/85",11,"Fuhr, Bernd","Lux, Peter",1,"Tor",44,-1,"Karlsruher SC","Eintracht Braunschweig",32,22,3,3
1984-11-13,"84/85",13,"Josef, Waldemar","Zorc, Michael",1,"Tor",6,0,"Eintracht Braunschweig","Borussia Dortmund",24,22,2,3
1984-11-13,"84/85",13,"Immel, Eike","Lux, Peter",2,"Tor",24,1,"Borussia Dortmund","Eintracht Braunschweig",24,22,6,3
1984-11-14,"84/85",13,"Pfaff, Jean-Marie","Kuntz1, Stefan",2,"Tor",24,1,"FC Bayern München","VfL Bochum",31,22,2,1
1984-11-14,"84/85",13,"Fuhr, Bernd","Reinders, Uwe",1,"Tor",88,-5,"Karlsruher SC","SV Werder Bremen",32,29,3,7
1984-11-14,"84/85",13,"Pahl, Jürgen","Fleer, Jürgen",1,"Tor",71,-1,"Eintracht Frankfurt","Fortuna Düsseldorf",28,27,6,5
1984-11-14,"84/85",13,"Sude, Ulrich","Engels, Stefan",1,"gehalten",13,1,"Borussia Mönchengladbach","1.FC Köln",28,24,4,6
1984-11-14,"84/85",13,"Sude, Ulrich","Allofs2, Klaus",1,"gehalten",22,2,"Borussia Mönchengladbach","1.FC Köln",28,28,4,9
1984-11-17,"84/85",14,"Immel, Eike","Trieb, Martin",1,"vorbei",70,0,"Borussia Dortmund","Eintracht Frankfurt",24,23,6,2
1984-11-17,"84/85",14,"Kneib, Wolfgang","Lux, Peter",1,"gehalten",70,0,"Arminia Bielefeld","Eintracht Braunschweig",32,22,8,3
1984-11-24,"84/85",15,"Junghans, Walter","Tobollik, Cezary",2,"Tor",72,0,"FC Schalke 04","Eintracht Frankfurt",26,23,5,1
1984-11-24,"84/85",15,"Fuhr, Bernd","Lerby, Sören",1,"Tor",47,-2,"Karlsruher SC","FC Bayern München",32,26,3,7
1984-11-24,"84/85",15,"Sude, Ulrich","Sebert, Günter",1,"Pfosten",40,3,"Borussia Mönchengladbach","SV Waldhof Mannheim",28,36,4,1
1984-11-24,"84/85",15,"Greiner1, Uwe","Kaltz, Manfred",2,"drüber",90,2,"Fortuna Düsseldorf","Hamburger SV",25,31,5,13
1984-11-30,"84/85",16,"Vollborn, Rüdiger","Sigurvinsson, Asgeir",2,"Tor",51,-1,"Bayer 04 Leverkusen","VfB Stuttgart",21,29,1,3
1984-11-30,"84/85",16,"Sude, Ulrich","Zewe, Gerd",2,"gehalten",72,-2,"Borussia Mönchengladbach","Fortuna Düsseldorf",28,34,4,12
1984-12-01,"84/85",16,"Burdenski, Dieter","Reich, Siegfried",1,"Tor",28,1,"SV Werder Bremen","Arminia Bielefeld",34,25,14,3
1984-12-01,"84/85",16,"Ehrmann, Gerald","Lerby, Sören",2,"Latte",29,0,"1.FC Kaiserslautern","FC Bayern München",25,26,4,7
1984-12-04,"84/85",15,"Schumacher2, Harald","Waas, Herbert",2,"Tor",75,2,"1.FC Köln","Bayer 04 Leverkusen",30,21,11,2
1984-12-04,"84/85",15,"Vollborn, Rüdiger","Allofs2, Klaus",1,"Tor",80,-1,"Bayer 04 Leverkusen","1.FC Köln",21,28,1,9
1984-12-08,"84/85",17,"Hoßbach, Jörg","Matthäus, Lothar",1,"Tor",45,-1,"Eintracht Braunschweig","FC Bayern München",20,23,0,5
1984-12-08,"84/85",17,"Stein, Ulrich","Täuber, Klaus",1,"Tor",37,-1,"Hamburger SV","FC Schalke 04",30,26,6,6
1984-12-08,"84/85",17,"Roleder, Helmut","Bühler, Uwe",2,"Pfosten",56,3,"VfB Stuttgart","Karlsruher SC",31,24,12,2
1984-12-08,"84/85",17,"Roleder, Helmut","Becker, Edmund",2,"gehalten",35,2,"VfB Stuttgart","Karlsruher SC",31,28,12,4
1985-02-09,"84/85",19,"Aumann, Raimond","Reinders, Uwe",1,"Tor",12,-1,"FC Bayern München","SV Werder Bremen",21,30,0,7
1985-02-16,"84/85",20,"Pahl, Jürgen","Theiss, Klaus",2,"Tor",19,0,"Eintracht Frankfurt","Karlsruher SC",29,21,6,3
1985-02-16,"84/85",15,"Immel, Eike","Reich, Siegfried",1,"gehalten",53,-2,"Borussia Dortmund","Arminia Bielefeld",24,25,6,3
1985-02-16,"84/85",20,"Kargus, Rudolf","Tobollik, Cezary",1,"gehalten",24,1,"Karlsruher SC","Eintracht Frankfurt",32,23,13,1
1985-03-02,"84/85",21,"Immel, Eike","Matthäus, Lothar",2,"Tor",15,1,"Borussia Dortmund","FC Bayern München",24,24,6,5
1985-03-02,"84/85",21,"Pahl, Jürgen","Allofs1, Thomas",1,"vorbei",75,-1,"Eintracht Frankfurt","1.FC Kaiserslautern",29,25,6,6
1985-03-08,"84/85",22,"Roleder, Helmut","Funkel2, Friedhelm",2,"Tor",90,4,"VfB Stuttgart","Bayer 05 Uerdingen",31,31,12,9
1985-03-08,"84/85",22,"Ehrmann, Gerald","Täuber, Klaus",1,"Tor",34,1,"1.FC Kaiserslautern","FC Schalke 04",26,27,4,6
1985-03-09,"84/85",22,"Zumdick, Ralf","Zorc, Michael",2,"Tor",85,3,"VfL Bochum","Borussia Dortmund",26,22,3,3
1985-03-09,"84/85",22,"Greiner1, Uwe","Borchers, Ronald",2,"Tor",24,0,"Fortuna Düsseldorf","Arminia Bielefeld",25,27,5,9
1985-03-09,"84/85",22,"Kargus, Rudolf","Kaltz, Manfred",1,"gehalten",40,0,"Karlsruher SC","Hamburger SV",32,32,13,13
1985-03-16,"84/85",23,"Schumacher2, Harald","Zorc, Michael",1,"Tor",60,0,"1.FC Köln","Borussia Dortmund",31,22,11,3
1985-03-16,"84/85",23,"Roleder, Helmut","Matthäus, Lothar",1,"Tor",74,0,"VfB Stuttgart","FC Bayern München",31,24,12,5
1985-03-16,"84/85",23,"Pahl, Jürgen","Kneib, Wolfgang",1,"Tor",89,1,"Eintracht Frankfurt","Arminia Bielefeld",29,32,6,8
1985-03-16,"84/85",23,"Franke, Bernd","Täuber, Klaus",2,"Tor",88,2,"Eintracht Braunschweig","FC Schalke 04",37,27,13,6
1985-03-23,"84/85",24,"Vollack, Werner","Bommer, Rudolf",1,"Tor",72,1,"Bayer 05 Uerdingen","Fortuna Düsseldorf",30,27,9,8
1985-03-23,"84/85",24,"Greiner1, Uwe","Funkel1, Wolfgang",2,"Tor",55,0,"Fortuna Düsseldorf","Bayer 05 Uerdingen",25,26,5,0
1985-03-23,"84/85",24,"Ehrmann, Gerald","Mill, Frank",1,"Tor",76,-5,"1.FC Kaiserslautern","Borussia Mönchengladbach",26,26,4,8
1985-03-23,"84/85",24,"Gundelach, Hans-Jürgen","Sidka, Wolfgang",2,"gehalten",82,-1,"Eintracht Frankfurt","SV Werder Bremen",21,30,0,13
1985-03-23,"84/85",24,"Stein, Ulrich","Lux, Peter",2,"gehalten",77,5,"Hamburger SV","Eintracht Braunschweig",30,22,6,3
1985-03-30,"84/85",25,"Kneib, Wolfgang","Kaltz, Manfred",2,"Tor",76,2,"Arminia Bielefeld","Hamburger SV",32,32,8,13
1985-04-03,"84/85",26,"Kargus, Rudolf","Zorc, Michael",2,"Tor",17,1,"Karlsruher SC","Borussia Dortmund",32,22,13,3
1985-04-03,"84/85",26,"Immel, Eike","Theiss, Klaus",1,"gehalten",10,-1,"Borussia Dortmund","Karlsruher SC",24,21,6,3
1985-04-12,"84/85",27,"Sude, Ulrich","Reinders, Uwe",1,"gehalten",50,-1,"Borussia Mönchengladbach","SV Werder Bremen",29,30,4,7
1985-04-12,"84/85",27,"Sude, Ulrich","Meier1, Norbert",1,"gehalten",62,-1,"Borussia Mönchengladbach","SV Werder Bremen",29,26,4,3
1985-04-19,"84/85",28,"Zimmermann3, Uwe","Bommer, Rudolf",1,"Tor",47,0,"SV Waldhof Mannheim","Fortuna Düsseldorf",23,27,1,8
1985-05-03,"84/85",29,"Zumdick, Ralf","Funkel2, Friedhelm",1,"Tor",18,0,"VfL Bochum","Bayer 05 Uerdingen",27,31,3,9
1985-05-03,"84/85",29,"Zumdick, Ralf","Funkel1, Wolfgang",1,"Tor",53,0,"VfL Bochum","Bayer 05 Uerdingen",27,26,3,0
1985-05-04,"84/85",29,"Zimmermann3, Uwe","Fruck, Norbert",2,"Tor",48,2,"SV Waldhof Mannheim","Eintracht Frankfurt",23,27,1,8
1985-05-04,"84/85",29,"Kargus, Rudolf","Reich, Siegfried",1,"Tor",34,1,"Karlsruher SC","Arminia Bielefeld",32,25,13,3
1985-05-04,"84/85",29,"Kargus, Rudolf","Reich, Siegfried",1,"Tor",61,-2,"Karlsruher SC","Arminia Bielefeld",32,25,13,3
1985-05-04,"84/85",29,"Pahl, Jürgen","Sebert, Günter",1,"gehalten",90,-2,"Eintracht Frankfurt","SV Waldhof Mannheim",29,37,6,1
1985-05-11,"84/85",30,"Burdenski, Dieter","Harforth, Michael",1,"Tor",88,1,"SV Werder Bremen","Karlsruher SC",34,26,14,3
1985-05-11,"84/85",30,"Immel, Eike","Ellmerich, Lars",1,"Tor",40,2,"Borussia Dortmund","Eintracht Braunschweig",24,24,6,5
1985-05-11,"84/85",30,"Roleder, Helmut","Wuttke, Wolfram",1,"gehalten",82,-2,"VfB Stuttgart","Hamburger SV",31,23,12,5
1985-05-14,"84/85",27,"Stein, Ulrich","Funkel2, Friedhelm",1,"Tor",41,1,"Hamburger SV","Bayer 05 Uerdingen",30,31,6,9
1985-05-17,"84/85",31,"Macak, Pavel","Weikl, Josef",1,"Tor",49,1,"FC Schalke 04","Fortuna Düsseldorf",28,31,0,7
1985-05-18,"84/85",31,"Stein, Ulrich","Sebert, Günter",1,"Tor",36,0,"Hamburger SV","SV Waldhof Mannheim",30,37,6,1
1985-05-18,"84/85",31,"Vollborn, Rüdiger","Nachtweih, Norbert",1,"vorbei",26,0,"Bayer 04 Leverkusen","FC Bayern München",22,28,1,7
1985-05-21,"84/85",32,"Kargus, Rudolf","Lerby, Sören",2,"gehalten",90,-3,"Karlsruher SC","FC Bayern München",32,27,13,7
1985-05-25,"84/85",32,"Schumacher2, Harald","Waas, Herbert",1,"Tor",64,2,"1.FC Köln","Bayer 04 Leverkusen",31,21,11,2
1985-05-25,"84/85",32,"Greiner1, Uwe","Kaltz, Manfred",1,"Tor",48,2,"Fortuna Düsseldorf","Hamburger SV",25,32,5,13
1985-05-25,"84/85",32,"Zumdick, Ralf","Claesen, Nicolaas",2,"gehalten",55,0,"VfL Bochum","VfB Stuttgart",27,22,3,0
1985-05-29,"84/85",32,"Vollack, Werner","Brehme, Andreas",1,"Tor",24,0,"Bayer 05 Uerdingen","1.FC Kaiserslautern",30,24,9,3
1985-06-01,"84/85",33,"Vollborn, Rüdiger","Ohlicher, Hermann",1,"Tor",43,-2,"Bayer 04 Leverkusen","VfB Stuttgart",22,35,1,11
